,AbTest,ID,Property,Test Type,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10
27,S_Test1,34,s1,1F,-1,100,-1,100,100,100,100,100,100,100,100
28,S_Test1,35,s1,1F,-1,100,-1,71,100,100,98,100,70,92,100
29,S_Test1,36,s1,1F,-1,100,-1,100,100,100,100,100,100,100,100
30,S_Test1,37,s1,1F,-1,100,-1,100,100,100,100,97,100,100,100
31,S_Test1,38,s1,1F,-1,100,-1,100,100,100,100,96,99,100,100
32,S_Test1,39,s1,1F,-1,100,-1,100,100,100,100,98,100,100,100
34,S_Test1,40,s1,1F,-1,100,-1,100,100,100,100,100,100,100,100
35,S_Test1,41,s1,1F,-1,100,-1,100,100,100,99,100,99,100,100
36,S_Test1,42,s1,1F,-1,100,-1,100,100,100,100,100,100,100,100
37,S_Test1,43,s1,1F,-1,100,-1,100,100,100,100,100,100,100,100
38,S_Test1,44,s1,1F,-1,0,-1,79,4,0,5,100,65,44,100
39,S_Test1,45,s1,1F,-1,0,-1,67,3,0,1,100,70,45,100
40,S_Test1,46,s1,1F,-1,0,-1,62,2,0,3,100,69,56,100
48,S_Test2,1,s4,1F,-1,0,-1,65,3,0,3,100,21,17,100
75,S_Test2,2,s4,1F,-1,0,-1,65,2,0,3,100,56,33,100
108,S_Test2,3,s4,1F,-1,0,-1,67,2,0,0,100,51,49,100
138,S_Test2,4,s4,1F,-1,0,-1,64,0,0,4,96,11,6,100
153,S_Test2,5,s4,1F,-1,0,-1,78,4,0,29,100,53,28,100
156,S_Test2,6,s4,1F,-1,0,-1,69,0,0,5,100,42,44,100
159,S_Test2,7,s4,1F,-1,0,-1,0,0,0,0,0,18,0,0
162,S_Test2,8,s4,1F,-1,0,-1,0,0,0,0,0,4,0,0
165,S_Test2,9,s4,1F,-1,0,-1,0,0,0,0,0,1,0,0
51,S_Test2,10,s4,1F,-1,0,-1,70,3,0,4,100,45,19,100
54,S_Test2,11,s4,1F,-1,0,-1,68,1,0,1,100,15,15,100
57,S_Test2,12,s4,1F,-1,0,-1,61,4,0,2,100,24,25,100
60,S_Test2,13,s4,1F,-1,2,-1,84,1,0,75,80,22,3,100
63,S_Test2,14,s4,1F,-1,0,-1,70,1,0,1,100,50,36,100
66,S_Test2,15,s4,1F,-1,0,-1,65,2,0,2,100,51,39,100
69,S_Test2,17,s4,1F,-1,0,-1,73,0,0,30,100,42,22,100
72,S_Test2,19,s4,1F,-1,0,-1,0,0,0,0,0,3,0,0
78,S_Test2,20,s4,1F,-1,0,-1,0,0,0,0,0,1,0,0
81,S_Test2,21,s4,1F,-1,0,-1,0,0,0,0,0,0,0,0
84,S_Test2,22,s4,1F,-1,0,-1,76,1,0,50,100,14,9,100
87,S_Test2,23,s4,1F,-1,0,-1,79,1,0,37,100,21,17,100
90,S_Test2,24,s4,1F,-1,0,-1,74,1,0,8,100,38,30,100
93,S_Test2,25,s4,1F,-1,0,-1,0,0,0,0,0,8,0,0
96,S_Test2,26,s4,1F,-1,0,-1,0,0,0,0,0,1,0,0
99,S_Test2,27,s4,1F,-1,0,-1,0,0,0,0,0,1,0,0
102,S_Test2,28,s4,1F,-1,0,-1,0,0,0,0,0,17,0,0
105,S_Test2,29,s4,1F,-1,0,-1,0,0,0,0,0,1,0,0
111,S_Test2,30,s4,1F,-1,0,-1,0,0,0,0,0,1,0,0
114,S_Test2,32,s4,1F,-1,0,-1,0,0,0,0,0,3,0,0
117,S_Test2,33,s4,1F,-1,0,-1,0,0,0,0,0,1,0,0
120,S_Test2,34,s4,1F,-1,0,-1,0,0,0,0,0,0,0,0
123,S_Test2,35,s4,1F,-1,0,-1,77,2,0,2,100,58,47,100
126,S_Test2,36,s4,1F,-1,0,-1,61,1,0,0,100,12,11,100
129,S_Test2,37,s4,1F,-1,0,-1,71,1,0,3,100,17,26,100
132,S_Test2,38,s4,1F,-1,0,-1,72,0,0,51,100,24,16,100
135,S_Test2,39,s4,1F,-1,0,-1,75,0,0,26,100,26,14,100
141,S_Test2,40,s4,1F,-1,0,-1,62,1,0,7,100,20,23,100
144,S_Test2,41,s4,1F,-1,0,-1,0,0,0,0,0,3,0,0
147,S_Test2,42,s4,1F,-1,0,-1,0,0,0,0,0,2,0,0
150,S_Test2,43,s4,1F,-1,0,-1,0,0,0,0,0,0,0,0
166,S_Test5,1,s5,2M,-1,99,-1,70,0,100,0,8,0,8,0
175,S_Test5,2,s5,2M,-1,100,-1,60,95,100,90,0,0,13,0
186,S_Test5,3,s5,2M,-1,100,-1,65,97,100,85,4,0,54,0
196,S_Test5,4,s5,2M,-1,100,-1,60,0,100,0,0,0,16,0
201,S_Test5,5,s5,2M,-1,100,-1,65,97,100,0,0,0,49,12
202,S_Test5,6,s5,2M,-1,100,-1,73,99,100,96,38,0,48,0
203,S_Test5,7,s5,2M,-1,100,-1,59,0,100,0,1,0,59,0
204,S_Test5,8,s5,2M,-1,100,-1,58,0,100,0,0,6,19,0
205,S_Test5,9,s5,2M,-1,100,-1,63,0,100,0,6,0,23,0
167,S_Test5,10,s5,2M,-1,100,-1,65,83,100,0,0,0,2,0
168,S_Test5,11,s5,2M,-1,100,-1,62,0,100,0,43,0,26,0
169,S_Test5,12,s5,2M,-1,100,-1,70,95,100,95,23,0,28,0
170,S_Test5,13,s5,2M,-1,99,-1,0,0,100,0,1,0,5,0
171,S_Test5,14,s5,2M,-1,100,-1,67,0,100,70,28,0,0,0
172,S_Test5,15,s5,2M,-1,100,-1,72,98,100,98,13,3,49,0
173,S_Test5,17,s5,2M,-1,100,-1,70,0,100,15,0,0,23,0
174,S_Test5,19,s5,2M,-1,100,-1,57,0,100,0,13,0,51,0
176,S_Test5,20,s5,2M,-1,100,-1,75,0,100,0,14,0,44,0
177,S_Test5,21,s5,2M,-1,100,-1,60,16,100,0,8,0,41,0
178,S_Test5,22,s5,2M,-1,100,-1,56,0,100,0,1,0,46,0
179,S_Test5,23,s5,2M,-1,100,-1,61,75,100,76,0,0,58,0
180,S_Test5,24,s5,2M,-1,100,-1,61,100,100,94,5,0,5,0
181,S_Test5,25,s5,2M,-1,99,-1,59,0,100,0,0,0,8,0
182,S_Test5,26,s5,2M,-1,100,-1,65,1,100,0,0,0,27,0
183,S_Test5,27,s5,2M,-1,100,-1,60,0,100,0,35,0,25,34
184,S_Test5,28,s5,2M,-1,89,-1,71,0,100,0,0,0,11,0
185,S_Test5,29,s5,2M,-1,100,-1,65,0,100,0,11,0,16,0
187,S_Test5,30,s5,2M,-1,100,-1,0,0,100,0,11,0,17,0
188,S_Test5,32,s5,2M,-1,100,-1,60,0,100,0,0,0,59,0
189,S_Test5,33,s5,2M,-1,100,-1,69,0,100,0,41,0,40,0
190,S_Test5,34,s5,2M,-1,99,-1,58,0,100,0,5,0,22,1
191,S_Test5,35,s5,2M,-1,100,-1,69,0,100,0,8,0,4,0
192,S_Test5,36,s5,2M,-1,99,-1,75,0,100,1,1,0,26,0
193,S_Test5,37,s5,2M,-1,100,-1,64,99,100,97,4,0,5,49
194,S_Test5,38,s5,2M,-1,100,-1,60,0,100,0,0,0,4,0
195,S_Test5,39,s5,2M,-1,100,-1,68,0,100,81,6,2,9,0
197,S_Test5,40,s5,2M,-1,100,-1,63,0,100,0,6,34,48,0
198,S_Test5,41,s5,2M,-1,100,-1,61,0,100,0,14,0,31,0
199,S_Test5,42,s5,2M,-1,100,-1,62,0,100,0,0,0,29,0
200,S_Test5,43,s5,2M,-1,100,-1,67,12,100,0,0,20,57,0
206,S_Test6,1,s6,2M,-1,100,-1,0,80,100,85,0,4,0,4
216,S_Test6,2,s6,2M,-1,100,-1,56,97,0,93,50,53,62,13
228,S_Test6,3,s6,2M,-1,0,-1,61,100,100,95,0,61,70,33
239,S_Test6,4,s6,2M,-1,100,-1,66,0,100,0,47,0,32,0
244,S_Test6,5,s6,2M,-1,100,-1,63,0,100,97,35,27,56,32
245,S_Test6,6,s6,2M,-1,100,-1,63,99,100,98,24,39,36,26
246,S_Test6,7,s6,2M,-1,0,-1,73,2,100,0,0,16,55,22
247,S_Test6,8,s6,2M,-1,100,-1,68,0,100,0,0,0,16,0
248,S_Test6,9,s6,2M,-1,99,-1,71,0,100,0,15,0,38,0
207,S_Test6,10,s6,2M,-1,100,-1,58,94,100,0,53,55,64,6
208,S_Test6,11,s6,2M,-1,100,-1,65,94,100,90,1,5,48,0
209,S_Test6,12,s6,2M,-1,100,-1,62,96,100,97,16,41,35,5
210,S_Test6,13,s6,2M,-1,0,-1,56,4,100,0,32,0,62,2
211,S_Test6,14,s6,2M,-1,100,-1,58,96,0,84,46,39,63,34
212,S_Test6,15,s6,2M,-1,100,-1,59,100,100,94,45,50,52,45
213,S_Test6,17,s6,2M,-1,100,-1,65,97,100,78,25,47,0,13
215,S_Test6,19,s6,2M,-1,100,-1,57,0,100,5,0,0,53,0
217,S_Test6,20,s6,2M,-1,100,-1,63,0,100,0,0,0,20,0
218,S_Test6,21,s6,2M,-1,100,-1,61,0,100,0,0,0,27,0
219,S_Test6,22,s6,2M,-1,100,-1,56,0,100,0,21,5,33,0
220,S_Test6,23,s6,2M,-1,100,-1,66,89,100,92,15,0,29,21
221,S_Test6,24,s6,2M,-1,100,-1,61,97,100,95,41,43,41,9
222,S_Test6,25,s6,2M,-1,100,-1,0,0,100,0,10,47,54,0
223,S_Test6,26,s6,2M,-1,99,-1,67,0,100,0,35,16,35,0
224,S_Test6,27,s6,2M,-1,100,-1,68,23,100,0,0,0,0,0
225,S_Test6,28,s6,2M,-1,91,-1,47,43,100,0,53,0,65,0
226,S_Test6,29,s6,2M,-1,99,-1,62,0,100,0,31,0,28,0
229,S_Test6,30,s6,2M,-1,100,-1,71,0,100,0,0,0,38,4
230,S_Test6,32,s6,2M,-1,100,-1,65,17,100,0,16,23,41,0
231,S_Test6,33,s6,2M,-1,99,-1,58,0,100,0,7,0,7,0
232,S_Test6,34,s6,2M,-1,100,-1,68,0,100,0,11,0,0,0
234,S_Test6,35,s6,2M,-1,100,-1,0,0,100,0,54,51,0,0
235,S_Test6,36,s6,2M,-1,100,-1,61,74,100,67,1,0,21,0
236,S_Test6,37,s6,2M,-1,100,-1,68,100,100,97,50,0,31,0
237,S_Test6,38,s6,2M,-1,100,-1,68,93,100,84,35,0,27,9
238,S_Test6,39,s6,2M,-1,100,-1,65,92,100,91,47,0,28,0
240,S_Test6,40,s6,2M,-1,100,-1,77,97,100,91,35,0,34,0
241,S_Test6,41,s6,2M,-1,0,-1,67,0,100,0,0,5,21,9
242,S_Test6,42,s6,2M,-1,100,-1,67,23,100,0,0,0,17,0
243,S_Test6,43,s6,2M,-1,100,-1,59,0,100,0,0,0,41,0
249,S_Test7,1,s7,2M,-1,100,-1,0,89,100,78,55,4,49,57
258,S_Test7,2,s7,2M,-1,100,-1,67,94,100,95,61,30,50,56
269,S_Test7,3,s7,2M,-1,0,-1,69,100,100,96,58,0,68,54
279,S_Test7,4,s7,2M,-1,100,-1,71,0,100,0,59,0,59,58
284,S_Test7,5,s7,2M,-1,99,-1,68,98,0,0,0,44,64,51
285,S_Test7,6,s7,2M,-1,100,-1,63,98,100,99,48,39,52,50
286,S_Test7,7,s7,2M,-1,97,-1,67,0,100,0,0,36,58,58
287,S_Test7,8,s7,2M,-1,100,-1,64,0,100,0,54,0,18,51
288,S_Test7,9,s7,2M,-1,100,-1,66,0,100,0,46,0,56,53
250,S_Test7,10,s7,2M,-1,100,-1,73,98,100,92,57,37,66,0
251,S_Test7,11,s7,2M,-1,0,-1,61,88,100,86,49,2,49,49
252,S_Test7,12,s7,2M,-1,100,-1,59,100,100,98,57,0,0,55
253,S_Test7,13,s7,2M,-1,98,-1,69,0,0,1,61,8,61,51
254,S_Test7,14,s7,2M,-1,0,-1,56,99,100,89,51,44,65,51
255,S_Test7,15,s7,2M,-1,100,-1,62,99,100,0,51,54,0,49
256,S_Test7,17,s7,2M,-1,99,-1,59,94,100,78,46,0,0,59
257,S_Test7,19,s7,2M,-1,99,-1,67,2,100,30,51,0,60,0
259,S_Test7,20,s7,2M,-1,100,-1,59,0,100,0,55,0,21,55
260,S_Test7,21,s7,2M,-1,100,-1,61,0,100,0,50,42,50,59
261,S_Test7,22,s7,2M,-1,100,-1,62,0,100,1,55,4,33,61
262,S_Test7,23,s7,2M,-1,100,-1,0,88,100,85,54,5,39,59
263,S_Test7,24,s7,2M,-1,100,-1,67,96,100,97,58,0,19,54
264,S_Test7,25,s7,2M,-1,97,-1,69,0,100,0,54,0,57,56
265,S_Test7,26,s7,2M,-1,99,-1,66,0,100,0,53,0,32,55
266,S_Test7,27,s7,2M,-1,99,-1,68,0,100,0,61,0,51,49
267,S_Test7,28,s7,2M,-1,0,-1,68,0,100,0,61,1,0,65
268,S_Test7,29,s7,2M,-1,100,-1,66,0,100,0,49,0,55,52
270,S_Test7,30,s7,2M,-1,99,-1,62,0,100,0,56,0,49,44
271,S_Test7,32,s7,2M,-1,100,-1,68,0,100,0,58,0,50,49
272,S_Test7,33,s7,2M,-1,100,-1,55,0,0,0,53,0,65,53
273,S_Test7,34,s7,2M,-1,100,-1,66,0,100,0,61,0,4,60
274,S_Test7,35,s7,2M,-1,0,-1,0,0,0,92,0,0,0,0
275,S_Test7,36,s7,2M,-1,100,-1,62,74,100,77,49,0,12,55
276,S_Test7,37,s7,2M,-1,100,-1,66,99,100,0,48,0,9,43
277,S_Test7,38,s7,2M,-1,100,-1,69,87,100,81,50,0,52,62
278,S_Test7,39,s7,2M,-1,100,-1,54,94,100,88,52,0,57,55
280,S_Test7,40,s7,2M,-1,100,-1,76,95,100,100,0,0,29,51
281,S_Test7,41,s7,2M,-1,97,-1,70,0,100,0,64,0,37,58
282,S_Test7,42,s7,2M,-1,100,-1,66,8,100,0,61,0,40,50
283,S_Test7,43,s7,2M,-1,100,-1,67,0,100,0,55,0,20,52
289,S_Test8,1,s8,2M,-1,100,-1,65,0,100,0,56,3,45,59
298,S_Test8,2,s8,2M,-1,100,-1,69,88,100,94,62,0,23,55
309,S_Test8,3,s8,2M,-1,100,-1,67,0,100,98,50,0,31,60
319,S_Test8,4,s8,2M,-1,98,-1,0,0,100,1,53,0,63,62
324,S_Test8,5,s8,2M,-1,100,-1,62,99,100,94,56,28,43,60
325,S_Test8,6,s8,2M,-1,99,-1,60,0,100,0,61,1,1,51
326,S_Test8,7,s8,2M,-1,0,-1,0,0,0,0,0,0,0,0
327,S_Test8,8,s8,2M,-1,0,-1,0,0,0,0,0,0,0,0
328,S_Test8,9,s8,2M,-1,0,-1,0,0,0,0,0,0,0,0
290,S_Test8,10,s8,2M,-1,99,-1,60,88,100,93,59,0,30,57
291,S_Test8,11,s8,2M,-1,100,-1,60,70,100,0,0,0,47,45
292,S_Test8,12,s8,2M,-1,100,-1,59,0,100,88,58,0,34,56
293,S_Test8,13,s8,2M,-1,99,-1,63,0,100,0,50,28,60,55
294,S_Test8,14,s8,2M,-1,100,-1,66,0,100,0,57,0,9,57
295,S_Test8,15,s8,2M,-1,100,-1,59,0,100,0,55,0,47,56
296,S_Test8,17,s8,2M,-1,100,-1,63,0,100,0,50,0,22,49
297,S_Test8,19,s8,2M,-1,0,-1,0,0,0,0,0,0,0,0
299,S_Test8,20,s8,2M,-1,0,-1,0,0,0,0,0,0,0,0
300,S_Test8,21,s8,2M,-1,0,-1,0,0,0,0,0,0,0,0
301,S_Test8,22,s8,2M,-1,98,-1,64,0,100,0,55,0,56,0
302,S_Test8,23,s8,2M,-1,100,-1,60,0,100,0,63,8,51,62
303,S_Test8,24,s8,2M,-1,100,-1,66,0,100,95,54,0,2,44
304,S_Test8,25,s8,2M,-1,0,-1,0,0,0,0,0,0,0,0
305,S_Test8,26,s8,2M,-1,0,-1,0,0,0,0,0,0,0,0
306,S_Test8,27,s8,2M,-1,0,-1,0,0,0,0,0,0,0,0
307,S_Test8,28,s8,2M,-1,0,-1,0,0,0,0,0,0,0,0
308,S_Test8,29,s8,2M,-1,0,-1,0,0,0,0,0,0,0,0
310,S_Test8,30,s8,2M,-1,0,-1,0,0,0,0,0,0,0,0
311,S_Test8,32,s8,2M,-1,0,-1,0,0,0,0,0,0,0,0
312,S_Test8,33,s8,2M,-1,0,-1,0,0,0,0,0,0,0,0
313,S_Test8,34,s8,2M,-1,0,-1,0,0,0,0,0,0,0,0
314,S_Test8,35,s8,2M,-1,100,-1,68,98,100,0,50,0,56,58
315,S_Test8,36,s8,2M,-1,99,-1,64,0,100,14,65,0,50,62
316,S_Test8,37,s8,2M,-1,100,-1,67,0,100,98,54,0,18,50
317,S_Test8,38,s8,2M,-1,100,-1,62,60,100,0,49,0,42,54
318,S_Test8,39,s8,2M,-1,100,-1,70,0,100,0,54,0,47,44
320,S_Test8,40,s8,2M,-1,100,-1,61,0,100,88,60,6,31,50
321,S_Test8,41,s8,2M,-1,0,-1,0,0,0,0,0,0,0,0
322,S_Test8,42,s8,2M,-1,0,-1,0,0,0,0,0,0,0,0
323,S_Test8,43,s8,2M,-1,0,-1,0,0,0,0,0,0,0,0
329,S_Test9,1,s9,2M,-1,0,-1,41,0,0,0,100,17,10,100
340,S_Test9,2,s9,2M,-1,0,-1,49,0,0,0,100,43,25,100
351,S_Test9,3,s9,2M,-1,0,-1,54,0,0,0,100,38,25,100
362,S_Test9,4,s9,2M,-1,0,-1,54,0,0,1,95,9,5,100
370,S_Test9,5,s9,2M,-1,0,-1,52,0,0,3,100,49,15,100
371,S_Test9,6,s9,2M,-1,0,-1,44,0,0,1,100,51,27,100
372,S_Test9,7,s9,2M,-1,0,-1,0,0,0,0,0,9,0,0
373,S_Test9,8,s9,2M,-1,0,-1,0,0,0,0,0,1,0,0
374,S_Test9,9,s9,2M,-1,0,-1,0,0,0,0,0,1,0,0
330,S_Test9,10,s9,2M,-1,0,-1,51,1,0,0,100,42,21,100
331,S_Test9,11,s9,2M,-1,0,-1,52,0,0,0,100,15,9,100
332,S_Test9,12,s9,2M,-1,0,-1,46,0,0,0,100,21,15,100
333,S_Test9,13,s9,2M,-1,0,-1,59,0,0,67,76,17,1,100
334,S_Test9,14,s9,2M,-1,0,-1,39,0,0,0,100,45,26,100
335,S_Test9,15,s9,2M,-1,0,-1,53,0,0,1,100,38,35,100
336,S_Test9,16,s9,2M,-1,0,-1,64,0,0,30,98,68,9,100
337,S_Test9,17,s9,2M,-1,0,-1,45,0,0,8,100,40,19,100
338,S_Test9,18,s9,2M,-1,0,-1,41,0,0,0,100,43,25,100
339,S_Test9,19,s9,2M,-1,0,-1,0,0,0,0,0,3,0,0
341,S_Test9,20,s9,2M,-1,0,-1,0,0,0,0,0,1,0,0
342,S_Test9,21,s9,2M,-1,0,-1,0,0,0,0,0,1,0,0
343,S_Test9,22,s9,2M,-1,0,-1,51,0,0,49,100,20,10,100
344,S_Test9,23,s9,2M,-1,0,-1,48,0,0,8,100,20,21,100
345,S_Test9,24,s9,2M,-1,0,-1,43,0,0,0,100,45,30,100
346,S_Test9,25,s9,2M,-1,0,-1,0,0,0,0,0,12,0,0
347,S_Test9,26,s9,2M,-1,0,-1,0,0,0,0,0,4,0,0
348,S_Test9,27,s9,2M,-1,0,-1,0,0,0,0,0,2,0,0
349,S_Test9,28,s9,2M,-1,0,-1,0,0,0,0,0,25,0,0
350,S_Test9,29,s9,2M,-1,0,-1,0,0,0,0,0,2,0,0
352,S_Test9,30,s9,2M,-1,0,-1,0,0,0,0,0,0,0,0
353,S_Test9,31,s9,2M,-1,0,-1,0,0,0,0,0,64,0,0
354,S_Test9,32,s9,2M,-1,0,-1,0,0,0,0,0,6,0,0
355,S_Test9,33,s9,2M,-1,0,-1,0,0,0,0,0,3,0,0
356,S_Test9,34,s9,2M,-1,0,-1,0,0,0,0,0,0,0,0
357,S_Test9,35,s9,2M,-1,0,-1,55,0,0,0,100,50,12,100
358,S_Test9,36,s9,2M,-1,0,-1,42,0,0,1,100,13,13,100
359,S_Test9,37,s9,2M,-1,0,-1,44,0,0,0,100,29,29,100
360,S_Test9,38,s9,2M,-1,0,-1,60,0,0,7,100,26,13,100
361,S_Test9,39,s9,2M,-1,0,-1,50,0,0,1,100,25,13,100
363,S_Test9,40,s9,2M,-1,0,-1,54,0,0,2,100,12,19,100
364,S_Test9,41,s9,2M,-1,0,-1,0,0,0,0,0,7,0,0
365,S_Test9,42,s9,2M,-1,0,-1,0,0,0,0,0,3,0,0
366,S_Test9,43,s9,2M,-1,0,-1,0,0,0,0,0,1,0,0
367,S_Test9,44,s9,2M,-1,0,-1,52,0,0,0,100,51,12,100
368,S_Test9,45,s9,2M,-1,0,-1,50,0,0,0,100,42,25,100
369,S_Test9,46,s9,2M,-1,0,-1,45,0,0,0,100,53,21,100
46,S_Test2,1,s2,3I,-1,100,-1,100,100,100,100,100,84,99,100
73,S_Test2,2,s2,3I,-1,100,-1,100,100,100,100,100,100,100,88
106,S_Test2,3,s2,3I,-1,100,-1,100,100,100,100,100,100,100,100
136,S_Test2,4,s2,3I,-1,100,-1,100,100,100,100,100,71,83,100
151,S_Test2,5,s2,3I,-1,100,-1,100,100,100,100,100,100,100,92
154,S_Test2,6,s2,3I,-1,100,-1,100,100,100,100,100,100,100,95
157,S_Test2,7,s2,3I,-1,0,-1,0,0,0,0,0,65,0,100
160,S_Test2,8,s2,3I,-1,0,-1,0,0,0,0,0,62,0,100
163,S_Test2,9,s2,3I,-1,0,-1,0,0,0,0,0,73,0,100
49,S_Test2,10,s2,3I,-1,100,-1,100,100,100,100,100,100,100,88
52,S_Test2,11,s2,3I,-1,100,-1,100,100,100,100,100,98,100,100
55,S_Test2,12,s2,3I,-1,100,-1,100,100,100,100,100,100,100,100
58,S_Test2,13,s2,3I,-1,100,-1,100,100,100,100,100,67,66,100
61,S_Test2,14,s2,3I,-1,100,-1,100,100,100,100,100,100,100,98
64,S_Test2,15,s2,3I,-1,100,-1,100,100,100,100,100,100,100,100
67,S_Test2,17,s2,3I,-1,100,-1,100,100,100,100,100,100,100,96
70,S_Test2,19,s2,3I,-1,0,-1,0,0,0,0,0,72,0,100
76,S_Test2,20,s2,3I,-1,0,-1,0,0,0,0,0,55,0,100
79,S_Test2,21,s2,3I,-1,0,-1,0,0,0,0,0,70,0,100
82,S_Test2,22,s2,3I,-1,100,-1,100,100,100,100,100,85,98,100
85,S_Test2,23,s2,3I,-1,100,-1,100,100,100,100,100,100,100,100
88,S_Test2,24,s2,3I,-1,100,-1,100,100,100,100,100,100,100,100
91,S_Test2,25,s2,3I,-1,0,-1,0,0,0,0,0,67,0,100
94,S_Test2,26,s2,3I,-1,0,-1,0,0,0,0,0,71,0,100
97,S_Test2,27,s2,3I,-1,0,-1,0,0,0,0,0,65,0,100
100,S_Test2,28,s2,3I,-1,0,-1,0,0,0,0,0,69,0,100
103,S_Test2,29,s2,3I,-1,0,-1,0,0,0,0,0,76,0,100
109,S_Test2,30,s2,3I,-1,0,-1,0,0,0,0,0,77,0,100
112,S_Test2,32,s2,3I,-1,0,-1,0,0,0,0,0,69,0,100
115,S_Test2,33,s2,3I,-1,0,-1,0,0,0,0,0,63,0,100
118,S_Test2,34,s2,3I,-1,0,-1,0,0,0,0,0,69,0,100
121,S_Test2,35,s2,3I,-1,100,-1,100,100,100,100,100,100,100,99
124,S_Test2,36,s2,3I,-1,100,-1,100,100,100,100,100,99,100,100
127,S_Test2,37,s2,3I,-1,100,-1,100,100,100,100,100,100,100,100
130,S_Test2,38,s2,3I,-1,100,-1,100,100,100,100,100,92,100,100
133,S_Test2,39,s2,3I,-1,100,-1,100,100,100,100,100,100,100,100
139,S_Test2,40,s2,3I,-1,100,-1,100,100,100,100,100,100,100,100
142,S_Test2,41,s2,3I,-1,0,-1,0,0,0,0,0,66,0,100
145,S_Test2,42,s2,3I,-1,0,-1,0,0,0,0,0,65,0,100
148,S_Test2,43,s2,3I,-1,0,-1,0,0,0,0,0,73,0,100
47,S_Test2,1,s3,3I,-1,12,-1,46,50,100,25,93,97,97,98
74,S_Test2,2,s3,3I,-1,18,-1,57,75,100,40,100,100,100,100
107,S_Test2,3,s3,3I,-1,13,-1,83,83,100,71,100,100,100,100
137,S_Test2,4,s3,3I,-1,13,-1,21,28,100,11,73,89,81,79
152,S_Test2,5,s3,3I,-1,8,-1,70,72,100,71,100,100,100,100
155,S_Test2,6,s3,3I,-1,13,-1,91,93,100,97,100,100,100,100
158,S_Test2,7,s3,3I,-1,0,-1,0,0,0,0,0,64,0,0
161,S_Test2,8,s3,3I,-1,0,-1,0,0,0,0,0,62,0,0
164,S_Test2,9,s3,3I,-1,0,-1,0,0,0,0,0,55,0,0
50,S_Test2,10,s3,3I,-1,10,-1,51,53,100,26,100,100,99,99
53,S_Test2,11,s3,3I,-1,19,-1,62,75,100,43,100,100,100,100
56,S_Test2,12,s3,3I,-1,13,-1,90,90,100,70,100,100,100,100
59,S_Test2,13,s3,3I,-1,13,-1,21,27,100,25,61,77,51,44
62,S_Test2,14,s3,3I,-1,15,-1,73,78,100,51,100,100,100,100
65,S_Test2,15,s3,3I,-1,14,-1,93,92,100,80,100,100,100,100
